,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,1.0,0.36787944117144233,1.0,0.36787944117144233,0.1353352832366127,1.0,1.0,0.36787944117144233,1.0,0.36787944117144233,0.1353352832366127,0.36787944117144233,0.36787944117144233,0.1353352832366127,0.36787944117144233,0.1353352832366127,0.04978706836786395
1,1.0,0.6987951807228916,0.36787944117144233,0.48831470460153875,0.25707238057763443,0.1353352832366127,0.6987951807228916,0.48831470460153875,0.25707238057763443,0.3412319622516777,0.17964094064461203,0.09457164370751249,0.36787944117144233,0.25707238057763443,0.1353352832366127,0.17964094064461203,0.0945716437075125,0.04978706836786395
2,1.0,0.4578313253012048,0.36787944117144233,0.2096095224270576,0.16842673210258804,0.1353352832366127,0.4578313253012048,0.2096095224270576,0.16842673210258804,0.09596580544853239,0.07711103397467886,0.06196073208423232,0.36787944117144233,0.16842673210258804,0.1353352832366127,0.07711103397467886,0.06196073208423232,0.04978706836786395
3,1.0,0.21686746987951808,0.36787944117144233,0.04703149949194368,0.07978108362754172,0.1353352832366127,0.21686746987951808,0.04703149949194368,0.07978108362754172,0.010199602299457666,0.017301921750551216,0.029349820460952154,0.36787944117144233,0.07978108362754172,0.1353352832366127,0.017301921750551213,0.029349820460952154,0.04978706836786395
4,1.0,0.05421686746987952,0.36787944117144233,0.00293946871824648,0.01994527090688543,0.1353352832366127,0.05421686746987952,0.00293946871824648,0.01994527090688543,0.00015936878592902602,0.001081370109409451,0.007337455115238038,0.36787944117144233,0.01994527090688543,0.1353352832366127,0.0010813701094094508,0.007337455115238038,0.04978706836786395
5,1.0,0.0,0.36787944117144233,0.0,0.0,0.1353352832366127,0.0,0.0,0.0,0.0,0.0,0.0,0.36787944117144233,0.0,0.1353352832366127,0.0,0.0,0.04978706836786395
6,1.0,1.0,0.42437284567695,1.0,0.42437284567695,0.1800923121479524,1.0,1.0,0.42437284567695,1.0,0.42437284567695,0.1800923121479524,0.42437284567695,0.42437284567695,0.1800923121479524,0.42437284567695,0.1800923121479524,0.07642628699076812
7,1.0,0.6987951807228916,0.42437284567695,0.48831470460153875,0.29654969938871206,0.1800923121479524,0.6987951807228916,0.48831470460153875,0.29654969938871206,0.3412319622516777,0.20722750077765423,0.1258476398142318,0.42437284567695,0.29654969938871206,0.1800923121479524,0.20722750077765423,0.1258476398142318,0.07642628699076812
8,1.0,0.4578313253012048,0.42437284567695,0.2096095224270576,0.19429118235812168,0.1800923121479524,0.4578313253012048,0.2096095224270576,0.19429118235812168,0.09596580544853239,0.08895258951335691,0.08245190194725531,0.42437284567695,0.19429118235812168,0.1800923121479524,0.08895258951335691,0.08245190194725532,0.07642628699076812
9,1.0,0.21686746987951808,0.42437284567695,0.04703149949194368,0.09203266532753132,0.1800923121479524,0.21686746987951808,0.04703149949194368,0.09203266532753132,0.010199602299457666,0.019958891275850165,0.039056164080278837,0.42437284567695,0.09203266532753132,0.1800923121479524,0.019958891275850165,0.039056164080278837,0.07642628699076812
10,1.0,0.05421686746987952,0.42437284567695,0.00293946871824648,0.02300816633188283,0.1800923121479524,0.05421686746987952,0.00293946871824648,0.02300816633188283,0.00015936878592902602,0.0012474307047406353,0.009764041020069709,0.42437284567695,0.02300816633188283,0.1800923121479524,0.0012474307047406353,0.009764041020069709,0.07642628699076812
11,1.0,0.0,0.42437284567695,0.0,0.0,0.1800923121479524,0.0,0.0,0.0,0.0,0.0,0.0,0.42437284567695,0.0,0.1800923121479524,0.0,0.0,0.07642628699076812
12,1.0,1.0,0.4895416595569531,1.0,0.4895416595569531,0.2396510364417758,1.0,1.0,0.4895416595569531,1.0,0.4895416595569531,0.2396510364417758,0.4895416595569531,0.4895416595569531,0.2396510364417758,0.4895416595569531,0.2396510364417758,0.11731916609425078
13,1.0,0.6987951807228916,0.4895416595569531,0.48831470460153875,0.3420893524614853,0.2396510364417758,0.6987951807228916,0.48831470460153875,0.3420893524614853,0.3412319622516777,0.23905039087670057,0.16746698932075899,0.4895416595569531,0.3420893524614853,0.2396510364417758,0.2390503908767006,0.16746698932075899,0.11731916609425078
14,1.0,0.4578313253012048,0.4895416595569531,0.2096095224270576,0.22412750678511106,0.2396510364417758,0.4578313253012048,0.2096095224270576,0.22412750678511106,0.09596580544853239,0.10261259346788217,0.10971975162394554,0.4895416595569531,0.22412750678511106,0.2396510364417758,0.10261259346788217,0.10971975162394554,0.11731916609425078
15,1.0,0.21686746987951808,0.4895416595569531,0.04703149949194368,0.10616566110873682,0.2396510364417758,0.21686746987951808,0.04703149949194368,0.10616566110873682,0.010199602299457666,0.023023878312738107,0.0519725139271321,0.4895416595569531,0.10616566110873682,0.2396510364417758,0.023023878312738104,0.0519725139271321,0.11731916609425078
16,1.0,0.05421686746987952,0.4895416595569531,0.00293946871824648,0.026541415277184205,0.2396510364417758,0.05421686746987952,0.00293946871824648,0.026541415277184205,0.00015936878592902602,0.0014389923945461317,0.012993128481783025,0.4895416595569531,0.026541415277184205,0.2396510364417758,0.0014389923945461315,0.012993128481783025,0.11731916609425078
17,1.0,0.0,0.4895416595569531,0.0,0.0,0.2396510364417758,0.0,0.0,0.0,0.0,0.0,0.0,0.4895416595569531,0.0,0.2396510364417758,0.0,0.0,0.11731916609425078
18,1.0,1.0,0.5647181220077593,1.0,0.5647181220077593,0.3189065573239705,1.0,1.0,0.5647181220077593,1.0,0.5647181220077593,0.3189065573239705,0.5647181220077593,0.5647181220077593,0.3189065573239705,0.5647181220077593,0.3189065573239705,0.18009231214795246
19,1.0,0.6987951807228916,0.5647181220077593,0.48831470460153875,0.3946223021259041,0.3189065573239705,0.6987951807228916,0.48831470460153875,0.3946223021259041,0.3412319622516777,0.2757601629313547,0.22285036535891914,0.5647181220077593,0.3946223021259041,0.3189065573239705,0.2757601629313547,0.22285036535891917,0.18009231214795246
20,1.0,0.4578313253012048,0.5647181220077593,0.2096095224270576,0.2585456462204199,0.3189065573239705,0.4578313253012048,0.2096095224270576,0.2585456462204199,0.09596580544853239,0.11837029585995128,0.14600541178687806,0.5647181220077593,0.2585456462204199,0.3189065573239705,0.11837029585995128,0.14600541178687806,0.18009231214795246
21,1.0,0.21686746987951808,0.5647181220077593,0.04703149949194368,0.12246899031493574,0.3189065573239705,0.21686746987951808,0.04703149949194368,0.12246899031493574,0.010199602299457666,0.026559540068299317,0.06916045821483698,0.5647181220077593,0.12246899031493574,0.3189065573239705,0.026559540068299317,0.06916045821483698,0.18009231214795246
22,1.0,0.05421686746987952,0.5647181220077593,0.00293946871824648,0.030617247578733936,0.3189065573239705,0.05421686746987952,0.00293946871824648,0.030617247578733936,0.00015936878592902602,0.0016599712542687073,0.017290114553709244,0.5647181220077593,0.030617247578733936,0.3189065573239705,0.0016599712542687073,0.017290114553709244,0.18009231214795246
23,1.0,0.0,0.5647181220077593,0.0,0.0,0.3189065573239705,0.0,0.0,0.0,0.0,0.0,0.0,0.5647181220077593,0.0,0.3189065573239705,0.0,0.0,0.18009231214795246
24,1.0,1.0,0.6514390575310556,1.0,0.6514390575310556,0.42437284567694994,1.0,1.0,0.6514390575310556,1.0,0.6514390575310556,0.42437284567694994,0.6514390575310556,0.6514390575310556,0.42437284567694994,0.6514390575310556,0.42437284567694994,0.2764530466295644
25,1.0,0.6987951807228916,0.6514390575310556,0.48831470460153875,0.45522247393736415,0.42437284567694994,0.6987951807228916,0.48831470460153875,0.45522247393736415,0.3412319622516777,0.3181072709441822,0.296549699388712,0.6514390575310556,0.45522247393736415,0.42437284567694994,0.31810727094418223,0.296549699388712,0.2764530466295644
26,1.0,0.4578313253012048,0.6514390575310556,0.2096095224270576,0.298249207062411,0.42437284567694994,0.4578313253012048,0.2096095224270576,0.298249207062411,0.09596580544853239,0.13654782973941706,0.19429118235812165,0.6514390575310556,0.298249207062411,0.42437284567694994,0.13654782973941706,0.19429118235812165,0.2764530466295644
27,1.0,0.21686746987951808,0.6514390575310556,0.04703149949194368,0.14127594018745784,0.42437284567694994,0.21686746987951808,0.04703149949194368,0.14127594018745784,0.010199602299457666,0.03063815570330411,0.09203266532753131,0.6514390575310556,0.14127594018745784,0.42437284567694994,0.03063815570330411,0.09203266532753132,0.2764530466295644
