,h,s,v,num
159700,0,255,28,438
165426,0,255,29,403
186598,0,255,31,299
191654,3,128,40,279
196571,0,255,32,260
202040,3,131,39,241
212816,0,255,35,207
221171,0,255,36,185
231646,0,255,34,161
232927,0,255,38,158
239842,0,255,39,144
243304,0,255,30,138
245161,8,134,38,134
252852,8,138,37,122
253126,0,255,41,121
253127,0,255,42,121
254839,3,134,38,119
258404,0,255,43,113
264014,0,255,50,105
264961,0,255,46,104
268764,0,255,45,99
273776,5,140,40,93
274586,8,131,39,92
275803,0,255,48,90
277721,0,255,49,88
289645,0,255,37,76
292147,0,255,52,74
296604,0,255,33,70
298243,0,255,53,69
300635,5,134,42,67
306970,5,127,36,62
307389,5,144,39,62
309057,0,255,57,60
311151,5,137,41,59
315191,0,255,56,56
316845,3,138,37,55
317595,0,255,55,54
318831,1,134,40,54
319841,5,143,41,53
321999,5,140,42,52
324472,0,255,40,50
328145,8,142,36,48
331692,1,131,41,46
336296,1,213,72,44
339056,0,255,44,42
339978,8,155,97,42
343731,0,255,59,40
348292,5,148,38,38
350115,0,255,47,37
352812,8,138,48,36
358155,8,146,35,34
358331,0,255,60,34
358537,0,255,51,34
358854,1,202,63,34
358991,5,147,40,34
363239,8,130,51,32
363272,4,175,80,32
364008,8,154,98,32
366239,5,130,43,31
366691,0,255,64,31
367254,1,199,64,31
368844,8,144,46,30
369057,8,142,90,30
370037,4,210,96,30
370038,1,209,61,30
373296,2,217,80,29
374049,8,136,73,28
374996,8,135,91,28
374997,8,130,94,28
374998,8,127,52,28
374999,8,135,49,28
375000,8,158,42,28
375001,8,128,40,28
376346,0,210,74,28
378533,1,137,39,27
379725,2,214,75,27
379726,4,205,92,27
379727,1,205,56,27
381536,0,255,54,26
381722,8,133,50,26
381723,8,154,43,26
381765,8,141,98,26
383146,2,211,82,26
383147,1,215,76,26
383148,2,202,67,26
384804,0,255,63,25
386903,1,206,62,25
386904,1,128,42,25
386905,4,206,98,25
386906,1,198,58,25
387137,2,174,69,25
388882,8,128,78,24
388883,8,136,86,24
388884,8,130,98,24
388885,8,141,47,24
388886,8,143,48,24
388887,8,138,50,24
388888,8,147,45,24
389106,8,129,99,24
389669,8,152,99,24
390493,4,212,95,24
390494,1,216,78,24
390495,1,218,75,24
390824,4,173,81,24
394662,2,219,79,23
394663,1,201,57,23
396805,8,136,94,22
396806,8,132,83,22
396807,8,135,87,22
396808,8,134,74,22
396809,8,132,89,22
396810,8,134,82,22
396811,8,165,48,22
396812,5,136,43,22
396852,4,180,78,22
397036,8,135,96,22
398572,4,176,71,22
398573,2,214,81,22
398574,0,213,73,22
398575,1,193,66,22
398576,4,203,93,22
398583,8,198,98,22
398961,2,171,70,22
398962,2,164,73,22
403060,2,217,81,21
403061,2,211,76,21
403062,1,210,73,21
403063,2,194,63,21
403064,1,196,65,21
403065,5,209,95,21
403395,4,178,79,21
404408,8,148,74,20
404455,8,128,82,20
405162,8,139,79,20
405163,8,141,74,20
405578,8,133,88,20
405698,8,127,92,20
405699,8,129,95,20
405700,8,131,97,20
405701,8,136,77,20
405702,8,131,80,20
405703,8,134,76,20
405704,8,154,71,20
405705,7,139,46,20
405706,5,131,35,20
405761,8,171,97,20
405762,8,154,96,20
405763,8,162,99,20
406187,8,162,41,20
406815,8,162,93,20
406816,8,156,95,20
407670,1,215,71,20
407671,1,194,59,20
407672,2,188,65,20
407673,4,178,70,20
407674,4,199,95,20
407679,8,172,92,20
409879,0,255,62,19
410890,5,194,80,19
412658,3,220,88,19
412659,1,209,78,19
412660,2,217,74,19
412661,3,182,70,19
414002,8,128,30,18
414015,8,127,62,18
414016,8,130,61,18
414762,8,135,81,18
414935,8,152,84,18
415213,8,155,64,18
415337,8,129,81,18
415338,8,138,72,18
415339,8,130,90,18
415340,8,133,92,18
415341,8,171,64,18
415342,8,131,84,18
415343,8,144,71,18
415344,5,133,44,18
415395,8,158,95,18
415640,8,152,72,18
415641,8,143,91,18
416501,8,139,92,18
416502,8,157,94,18
416503,8,146,94,18
417493,2,218,97,18
417494,2,220,94,18
417495,1,213,79,18
417496,1,219,77,18
417497,2,218,62,18
417498,4,197,96,18
417499,2,197,62,18
417998,2,183,67,18
417999,2,166,72,18
418000,8,210,91,18
419743,8,218,89,18
423417,2,215,82,17
423418,2,211,70,17
423419,2,214,74,17
423420,2,208,65,17
423421,1,213,67,17
423422,2,198,67,17
423423,4,181,69,17
423424,4,207,91,17
423893,2,185,66,17
423894,2,179,67,17
425031,8,139,88,16
425084,8,159,77,16
425831,8,136,75,16
426211,0,255,58,16
426473,8,129,77,16
426474,8,135,51,16
426475,8,129,79,16
426476,8,146,47,16
426477,8,152,67,16
426478,8,141,49,16
426479,8,144,69,16
426480,8,150,34,16
426508,8,145,81,16
426509,8,159,80,16
426536,8,163,97,16
426537,8,183,99,16
426538,5,176,84,16
426844,8,137,93,16
426845,8,151,91,16
426846,8,134,97,16
427298,0,255,66,16
427432,0,255,61,16
429082,2,220,96,16
429083,2,217,95,16
429084,4,219,99,16
429085,1,218,83,16
429086,2,212,83,16
429087,2,213,79,16
429088,2,182,66,16
429089,1,190,67,16
429090,0,207,75,16
429091,0,216,72,16
429092,0,202,58,16
429093,2,219,63,16
429094,2,191,64,16
429095,1,206,63,16
429096,1,213,60,16
429097,0,199,59,16
429098,4,210,90,16
429099,2,205,66,16
429100,3,180,75,16
429101,3,176,77,16
429102,4,208,97,16
429119,8,167,99,16
429120,8,170,99,16
429121,8,175,96,16
429122,6,174,97,16
429655,2,162,74,16
429656,8,157,96,16
429657,8,148,93,16
431570,8,217,94,16
433089,6,146,96,15
434408,7,155,97,15
435532,2,217,87,15
435533,2,216,86,15
435534,2,177,69,15
435535,2,214,69,15
435536,4,216,99,15
435537,2,215,64,15
435538,4,201,94,15
435539,4,184,68,15
436065,3,185,69,15
436066,4,174,72,15
437726,8,137,80,14
437727,8,138,76,14
438608,8,159,64,14
438609,8,133,75,14
438610,8,131,76,14
439297,8,147,80,14
439298,8,157,81,14
439299,8,143,89,14
439300,8,143,96,14
439434,8,144,76,14
439435,8,139,75,14
439436,8,134,78,14
439437,8,141,87,14
439438,8,132,79,14
439439,8,146,75,14
439440,8,153,65,14
439441,7,142,45,14
439442,7,152,42,14
439443,4,142,43,14
439444,5,150,39,14
439480,8,148,79,14
439481,8,154,68,14
439482,8,129,91,14
439507,8,169,98,14
439508,6,170,90,14
439509,5,182,80,14
439687,8,158,66,14
439735,8,139,99,14
439808,8,143,73,14
439809,8,214,75,14
439810,8,144,85,14
439855,8,137,95,14
439987,8,170,39,14
440125,8,151,98,14
440877,8,150,92,14
440878,8,160,99,14
441133,0,255,69,14
442272,2,211,75,14
442273,1,212,77,14
442274,1,214,68,14
442275,1,216,66,14
442276,2,207,59,14
442277,5,205,91,14
442278,2,199,68,14
442279,2,195,68,14
442280,2,189,70,14
442281,2,190,63,14
442282,4,186,67,14
442283,2,176,68,14
442284,4,203,99,14
442307,8,173,87,14
442308,8,171,94,14
442925,5,172,86,14
442926,4,171,73,14
445210,8,220,88,14
447001,7,147,99,13
447271,4,149,41,13
